Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 485,Fixed budgeted manufacturing cost is $45000 and budgeted production units are 900 then budgeted fixed manufacturing cost per unit will be,$200 ,$150 ,$50 ,$100 ,C,No explanation
Question 486,A problem which arises because of presence of systematic pattern in residual value sequence is considered as,parallel correlation,serial correlation,auto correlation,both B and C,D,No explanation
Question 487,Static budget amount is subtracted from flexible budget amount to calculate the,sales budget variance,cost budget variance,resultant budget variance,static budget variance,A,No explanation
Question 488,If difference between costs linked to highest and lowest observation of cost driver is $8000 and observation of cost driver is 40 machine hours then slope coefficient will be,$16000 ,$200 ,$400 ,$20000 ,B,No explanation
Question 489,If an actual manufacturing overhead costs is $225000 and actual total quantity of cost allocation base is 2500 labor hours then overhead rate will be,$60 ,$90 ,$80 ,$70 ,B,No explanation
Question 490,Gross margin is $7000 and revenues are $16000 then cost of goods sold would be,$23000 ,‰öÕ$23000,‰öÕ$9000,$9000 ,D,No explanation
Question 491,Costing technique in which actual direct rates are multiplied to quantity of direct cost inputs is classified as,priced costing,actual costing,direct costing,indirect costing,B,No explanation
Question 492,In Kaizen budgeting costs are based on all improvements which is,to be implemented,based on current practice,based on past prices,based on sold quantity,A,No explanation
Question 493,If budgeted fixed cost is $55000 and budgeted fixed cost is $55 per unit then budgeted denominator level is,2500 units,2000 units,1000 units,1500 units,C,No explanation
Question 494,If economic order quantity for one year is 15000 packages and demand in units for one year are 1500 units then number of deliveries in a year will be,16,12,10,14,C,No explanation
Question 495,If transferred out total cost is $1850000 and number of good units (produced) then cost per good unit transferred out and completed can be,245.1724,255.1724,278.1724,268.1724,B,No explanation
Question 496,In operating income strategic analysis strategic component which measures change in operating income attributed for change in price of outputs and inputs is classified as,internal process component,growth component,price recovery component,productivity component,C,No explanation
Question 497,Standard error of regression analysis is known as,average of coefficient,variance of residual,mean of residual,average of residual,B,No explanation
Question 498,Sum of all resources used to generate income is classified as,DuPont investment,return on investment,investment,investment turnover,C,No explanation
Question 499,An analysis and estimation method of cost by classifying cost accounts as fixed or variable with respect for specific output level is considered as,manufacturing analysis method,price analysis method,unit analysis method,account analysis method,D,No explanation
